no,atlas_index,video_id,title,duration_min,duration_band,series,topics,cat_signal_score,book_part_candidate,book_conversion,url
80,319,cqHfTJWUF0w,가장 많은 고양이 이름 2위는 레오! 과연 대망의 1위는? 2022년 고양이 빅데이터 완벽 정리 | 미야옹서베이,6.5,standard,단발/일반,"CAT-SIGNAL 행동 신호, LIFE-STORY 서사/상담",1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=cqHfTJWUF0w
81,323,pq8TNlKHb8A,이 눈물이 악어의 눈물?🐊 고양이는 왜 눈물을 흘릴까?,9.53,standard,단발/일반,"CAT-SIGNAL 행동 신호, CARE-ROUTINE 생활 돌봄",1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=pq8TNlKHb8A
82,327,Xhu1ZZ2hYHk,고양이에게 꾹꾹이 받는 가장 쉬운 방법 (feat. 수의사),11.63,standard,단발/일반,"HEALTH-CHECK 건강 관찰, CAT-SIGNAL 행동 신호",1,Part 4. 몸이 보내는 작은 알림,증상 단정 없이 관찰 기록 -> 병원 상담 기준 -> 이야기 장면,https://www.youtube.com/watch?v=Xhu1ZZ2hYHk
83,330,uu7pT4yChEE,아기고양이가 이렇게 “위협적”으로 하악질하는 이유😨,10.85,standard,단발/일반,"CAT-SIGNAL 행동 신호, RELATIONSHIP 관계/합사",1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=uu7pT4yChEE
84,331,5YJWRcM0FFQ,"sub) 고양이 얼굴만 봐도 성별 구분 완전 가능!! 암컷 수컷 놀라운 차이점(수명,성격, 질병 등)",11.6,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=5YJWRcM0FFQ
85,333,-LCPTxJj--8,고양이는 자기가 귀여운걸 알까? Feat.수의사,6.98,standard,단발/일반,"HEALTH-CHECK 건강 관찰, CAT-SIGNAL 행동 신호",1,Part 4. 몸이 보내는 작은 알림,증상 단정 없이 관찰 기록 -> 병원 상담 기준 -> 이야기 장면,https://www.youtube.com/watch?v=-LCPTxJj--8
86,339,p2jy1tSEc-E,"고양이가 '이 행동'을 하지않는다면 당신, 반가운 존재는 아니군요😮‍💨",11.33,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=p2jy1tSEc-E
87,341,TR5gaQj0D1Y,sub) 15년차 수의사 미야옹철이 만난 최고의 보호자 best5! 인류애 풀충전💯💓,13.15,deep-dive,단발/일반,"HEALTH-CHECK 건강 관찰, RELATIONSHIP 관계/합사, CAT-SIGNAL 행동 신호",1,Part 4. 몸이 보내는 작은 알림,증상 단정 없이 관찰 기록 -> 병원 상담 기준 -> 이야기 장면,https://www.youtube.com/watch?v=TR5gaQj0D1Y
88,344,JAeqboRuM7c,착한 고양이 성격을 사납게도 만들수 있나요?😾,11.97,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=JAeqboRuM7c
89,349,BfK0Ov7H1HI,고양이에게 물렸을 때 하면 절대 안되는 행동들!,9.28,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=BfK0Ov7H1HI
90,351,VwZuyKJ6jx4,흠…이 채널은 말이죠…편집자가 말하는 미야옹철의 문제점!!!(🥕🥕),8.02,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=VwZuyKJ6jx4
91,353,E-3007I-9Yc,고양이가 “이 행동”을 한다면 싫다는 뜻입니다. (feat. 수의사),8.05,standard,단발/일반,"HEALTH-CHECK 건강 관찰, CAT-SIGNAL 행동 신호",1,Part 4. 몸이 보내는 작은 알림,증상 단정 없이 관찰 기록 -> 병원 상담 기준 -> 이야기 장면,https://www.youtube.com/watch?v=E-3007I-9Yc
92,354,JkKeLDCmIKc,고양이와 이상한 변호사 우영우의 행동이 닮았다? 이들의 공통점 5가지🤚,8.27,standard,단발/일반,"CAT-SIGNAL 행동 신호, LITTER-LOG 배변/화장실",1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=JkKeLDCmIKc
93,355,ODVMlz_tvXw,[미공개영상] 길고양이 출신 애기씨의 귀여워도 너~무 귀여운 어린시절 풉니다,4.07,short-form 일반영상,미공개영상,"ETHICS-SAFETY 윤리/안전, CAT-SIGNAL 행동 신호",1,Part 6. 오래 같이 살기 위한 책임,위험 회피/책임 윤리 -> 작은 행동 선언,https://www.youtube.com/watch?v=ODVMlz_tvXw
94,358,qCQcCDOzq5c,아깽이들의 꼬리 3연펑💥💥💥하찮은 민들레 홀씨들에게 대체 무슨 일이?,11.38,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=qCQcCDOzq5c
95,372,lC09opL-ps8,팬아트를 받았는데요...미야옹철 팬....맞죠?,9.22,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=lC09opL-ps8
96,376,6RkUUUfq0rs,30만 구독자 눈에 건배🍷 Q&A 미야옹철 고양이설 해명합니다,6.2,standard,단발/일반,CAT-SIGNAL 행동 신호,2,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=6RkUUUfq0rs
97,379,i4ixAFjnAF0,토끼야? 강아쥐야??...괜찮겠어? 난 안귀여운 법을 모르는 고양인데,10.97,standard,단발/일반,"CAT-SIGNAL 행동 신호, HEALTH-CHECK 건강 관찰",1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=i4ixAFjnAF0
98,380,nYcwmTvXGYA,세상에서 가장 오래 산 고양이는 몇 살?! 고양이 기네스북 미야옹철이 털어봅니다,9,standard,단발/일반,"CAT-SIGNAL 행동 신호, BREED-KNOWLEDGE 묘종/지식",1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=nYcwmTvXGYA
99,382,mtALv4-M6gQ,고양이 집사들 성격 도대체 왜이래?🤷‍♀️,8.05,standard,단발/일반,"CAT-SIGNAL 행동 신호, RELATIONSHIP 관계/합사",1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=mtALv4-M6gQ
100,392,BaV2YBeu9BE,다른집은 고양이 키우는데 한달에 얼마나 쓸까?💰통계로 보는 고양이 육아법 | 미야옹서베이,11.58,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=BaV2YBeu9BE
101,395,W0rAZmGKXGw,수의사 미야옹철네 고양이 사모님 애기씨 큐앤에이라옹~! tmi 대방출 한다냥😻,8.93,standard,TMI,"HEALTH-CHECK 건강 관찰, LIFE-STORY 서사/상담, CAT-SIGNAL 행동 신호",1,Part 4. 몸이 보내는 작은 알림,증상 단정 없이 관찰 기록 -> 병원 상담 기준 -> 이야기 장면,https://www.youtube.com/watch?v=W0rAZmGKXGw
102,404,RcYk5wQAQ7w,지금껏 몰랐던 고양이가 상자를 좋아하는 과학적 이유 4가지📦,6.25,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=RcYk5wQAQ7w
103,412,otW6JTpo5l4,sub) 고양이는 진짜 보은을 하나요? 행동전문가 미야옹철의 고양이 애니리뷰(결말포함),8.95,standard,단발/일반,CAT-SIGNAL 행동 신호,2,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=otW6JTpo5l4
104,416,SeVUpv9Tg9g,"150마리 고양이 “진짜” 골골송 모음🎧 (고양이를 위한 진정, 힐링, 수면 음악)",28.83,long-talk,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=SeVUpv9Tg9g
105,420,C1dsnD5nMto,고양이 털색과 성격은 정말 상관있는걸까? | 미야옹서베이,12.07,deep-dive,단발/일반,"CAT-SIGNAL 행동 신호, BREED-KNOWLEDGE 묘종/지식",2,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=C1dsnD5nMto
106,431,XYw3n0Q7YDU,고양이와 함께하는 이사의 모든것! 미야옹철 이삿짐센터는 편-안하다🚚,6.8,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=XYw3n0Q7YDU
107,434,s9TsWdJdJyM,sub) 배고픔? 오히려 좋아! 내밥은 내가 찾는 먹보 쫀떡이의 언어통역!,12.97,deep-dive,단발/일반,"CAT-SIGNAL 행동 신호, CARE-ROUTINE 생활 돌봄",1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=s9TsWdJdJyM
108,441,kQjX0ozll4o,sub) 고양이의 하트를 노려라🏹💕고양이가 좋아하는 것 12가지💘,13.98,deep-dive,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=kQjX0ozll4o
109,444,LC91Q111XPo,눈썹문신 하고 고양이가 절 못 알아보는 거 같아요ㅠㅠㅠㅠㅠ,13.48,deep-dive,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=LC91Q111XPo
110,446,064U3vi0fh0,고양이가 이 냄새를 너무 좋아합니다 잡으러 갈 파티원 구함(1/n),11.75,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=064U3vi0fh0
111,451,3RTGXya0-hk,"그많은 고양이 티셔츠, 어디서 샀을까? 미야옹철 수의사 '고양이 룩북'",8.23,standard,단발/일반,"HEALTH-CHECK 건강 관찰, CAT-SIGNAL 행동 신호",1,Part 4. 몸이 보내는 작은 알림,증상 단정 없이 관찰 기록 -> 병원 상담 기준 -> 이야기 장면,https://www.youtube.com/watch?v=3RTGXya0-hk
112,456,H2KLIta6LMY,슉슉슈슉.슉.슉. 고양이 스트레스 없애기 슉.슈슉,10.22,standard,단발/일반,CAT-SIGNAL 행동 신호,2,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=H2KLIta6LMY
113,461,785X6h96NJ4,"[Q&A] 돌아온 미야옹철수의사 큐앤에이! 휴모님과 러브스토리, 애기씨 수술일정 등 TMI대방출🎬",12.48,deep-dive,TMI,"HEALTH-CHECK 건강 관찰, LIFE-STORY 서사/상담, CAT-SIGNAL 행동 신호",1,Part 4. 몸이 보내는 작은 알림,증상 단정 없이 관찰 기록 -> 병원 상담 기준 -> 이야기 장면,https://www.youtube.com/watch?v=785X6h96NJ4
114,464,YQhrieKaF8Y,3일만에 엄마 만난 고양이의 반응❤️ (귀여움 주의),4.92,short-form 일반영상,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=YQhrieKaF8Y
115,468,SO-SHL6PlRM,"물고 울고 꾹꾹이...고양이 애착인형, 그냥 둬도 되나요?",10.32,standard,단발/일반,"CAT-SIGNAL 행동 신호, CARE-ROUTINE 생활 돌봄",1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=SO-SHL6PlRM
116,471,k8ndEXTKHTk,sub) 고양이가 좋아하는 스킨십과 싫어하는 스킨십 3가지🤟,9.62,standard,단발/일반,CAT-SIGNAL 행동 신호,2,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=k8ndEXTKHTk
117,485,tCJ-hQriWbU,sub) 이얏호응! 의사양반 전화좀 받아보쇼! haha ha님네 야통이 울음소리 전격분석,9.08,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=tCJ-hQriWbU
118,490,ITW4MJ6Md48,"sub) XX하는 우리 고양이, 아프다는 뜻? 고양이가 아플때 보이는 행동 8가지!",10.72,standard,단발/일반,"CAT-SIGNAL 행동 신호, HEALTH-CHECK 건강 관찰",1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=ITW4MJ6Md48
119,494,AAYWLc2JzsM,너무들 하시네요....난이도최상 미야옹철 밸런스게임,5.83,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=AAYWLc2JzsM
120,502,z467kOZhNKI,sub) 이러면 바로 손절각👋 고양이가 싫어하는 유형 3가지,9.47,standard,단발/일반,"CAT-SIGNAL 행동 신호, RELATIONSHIP 관계/합사",1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=z467kOZhNKI
121,512,DgkhEajlEAs,sub)이것만 보면 당신도 고양이 울음소리 자격증 1급,9.83,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=DgkhEajlEAs
122,515,wQ7WRFijgeA,"낭만적이네요 이 수염, 자세, 꼬리...로 알아보는 고양이 기분",9.42,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=wQ7WRFijgeA
123,517,h2ARqBvv1Bk,본격 김명철 수의사가 고양이 집사들 성격 궁예하는 영상🧐,6.05,standard,단발/일반,"HEALTH-CHECK 건강 관찰, CAT-SIGNAL 행동 신호, RELATIONSHIP 관계/합사",1,Part 4. 몸이 보내는 작은 알림,증상 단정 없이 관찰 기록 -> 병원 상담 기준 -> 이야기 장면,https://www.youtube.com/watch?v=h2ARqBvv1Bk
124,534,C4UnYDZqyXg,판관 미야옹철이 고양이 '놀이 VS 싸움' 즉결심판 해드립니다,8.35,standard,단발/일반,"CAT-SIGNAL 행동 신호, CARE-ROUTINE 생활 돌봄",2,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=C4UnYDZqyXg
125,543,e7TJ2xxpkrE,sub) 미야옹철 수의사가 찐으로 겪은 최악의 고양이 보호자 Top 5,10.35,standard,단발/일반,"HEALTH-CHECK 건강 관찰, RELATIONSHIP 관계/합사, CAT-SIGNAL 행동 신호",1,Part 4. 몸이 보내는 작은 알림,증상 단정 없이 관찰 기록 -> 병원 상담 기준 -> 이야기 장면,https://www.youtube.com/watch?v=e7TJ2xxpkrE
126,545,W6F5aLNOoHg,미야옹철과 함께 온라인 고양이 전시 보러가실 분🙋‍♀️,5.3,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=W6F5aLNOoHg
127,546,I3oRmu4iC98,sub) 이 세상 귀여움이 아닌 고양이 애기씨를 소개합니다,3.77,short-form 일반영상,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=I3oRmu4iC98
128,569,uVAca7g13Uw,미야옹철네에 옆집 큰 고양이가 놀러왔어요!,4.32,short-form 일반영상,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=uVAca7g13Uw
129,573,UTZwvSPXTLw,5일간 집을 비운 집사들을 고양이는 기억할까?,3.9,short-form 일반영상,단발/일반,"CAT-SIGNAL 행동 신호, RELATIONSHIP 관계/합사",1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=UTZwvSPXTLw
130,588,24BVb0ioL-8,미야옹철이 알려주는 고양이 다이어트법,8.32,standard,단발/일반,"HEALTH-CHECK 건강 관찰, CAT-SIGNAL 행동 신호",1,Part 4. 몸이 보내는 작은 알림,증상 단정 없이 관찰 기록 -> 병원 상담 기준 -> 이야기 장면,https://www.youtube.com/watch?v=24BVb0ioL-8
131,595,A3lux5UqJxU,사모님과 애기씨의 성장 스토리 : 미야옹철의 육묘일기,2.28,short-form 일반영상,단발/일반,"CAT-SIGNAL 행동 신호, HEALTH-CHECK 건강 관찰",1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=A3lux5UqJxU
132,615,osoySDnLHhQ,고양이에게 야옹~해봤습니다,3.78,short-form 일반영상,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=osoySDnLHhQ
133,621,8iqWp7OqIhE,고양이가 좋아하는 색깔은 뭘까?,3.73,short-form 일반영상,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=8iqWp7OqIhE
134,622,c1IcAEUzIq0,고양이 골골송 파티 개최합니다,5.27,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=c1IcAEUzIq0
135,631,a4ylUKQy3D8,"미야옹철 : TMI 엔드게임, 2019",12,deep-dive,TMI,"LIFE-STORY 서사/상담, CAT-SIGNAL 행동 신호",1,Part 1. 웃다가 배우는 고양이 생활,웃긴 제목의 긴장을 짧은 생활 서사로 재배치,https://www.youtube.com/watch?v=a4ylUKQy3D8
136,633,rVQaFEIiV1A,고양이 옷은 “이 때” 입히세요 (feat. 미야옹철 수의사),3.37,short-form 일반영상,단발/일반,"HEALTH-CHECK 건강 관찰, CAT-SIGNAL 행동 신호, CARE-ROUTINE 생활 돌봄",1,Part 4. 몸이 보내는 작은 알림,증상 단정 없이 관찰 기록 -> 병원 상담 기준 -> 이야기 장면,https://www.youtube.com/watch?v=rVQaFEIiV1A
137,638,m2H-rAIhBc8,봄 바람 휘날리며~돌아온 미야옹철,10.22,standard,단발/일반,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=m2H-rAIhBc8
138,644,-_xC3vaJ9lY,미야옹철의 TMI를 전적으로 믿으셔야 합니다 집사님들,7.33,standard,TMI,"LIFE-STORY 서사/상담, CAT-SIGNAL 행동 신호, RELATIONSHIP 관계/합사",1,Part 1. 웃다가 배우는 고양이 생활,웃긴 제목의 긴장을 짧은 생활 서사로 재배치,https://www.youtube.com/watch?v=-_xC3vaJ9lY
139,645,fbogUZ43U_M,미야옹철의 [묘한 진료실] 첫 개원합니다!(feat 하이디),8.95,standard,묘한 진료실,"CAT-SIGNAL 행동 신호, HEALTH-CHECK 건강 관찰",1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=fbogUZ43U_M
140,646,tgwEF88BA1Q,궁디팡팡에 간 미야옹철(feat. 고양이 계의 박보검과 함께),11.28,standard,궁디팡팡,CAT-SIGNAL 행동 신호,1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=tgwEF88BA1Q
141,647,Hbptgc8qZr8,"냥천재 미야옹철의 고양이, 어디까지 알아보고 왔니?(TMI 주의)",7.18,standard,냥천재,"LIFE-STORY 서사/상담, CAT-SIGNAL 행동 신호",1,Part 1. 웃다가 배우는 고양이 생활,웃긴 제목의 긴장을 짧은 생활 서사로 재배치,https://www.youtube.com/watch?v=Hbptgc8qZr8
142,648,aEaQm40-Mms,미야옹철 유튜브 데뷔 팩트입니까?,1.97,short-form 일반영상,단발/일반,"CAT-SIGNAL 행동 신호, LIFE-STORY 서사/상담",1,Part 3. 마음의 속도를 맞추는 일,행동 장면 -> 감정/환경 번역 -> 30초 체크,https://www.youtube.com/watch?v=aEaQm40-Mms
